Prefecture,City,Male,Female
佐賀県,  三瀬村,77.3 ,85.3 
佐賀県,  基山町,78.9 ,85.9 
佐賀県,  中原町,77.3 ,85.0 
佐賀県,  北茂安町,77.8 ,85.6 
佐賀県,  三根町,76.8 ,85.1 
佐賀県,  上峰町,76.9 ,85.0 
佐賀県,  小城町,76.7 ,85.3 
佐賀県,  三日月町,76.8 ,84.5 
佐賀県,  牛津町,76.8 ,84.8 
佐賀県,  芦刈町,75.6 ,85.1 
佐賀県,  浜玉町,76.2 ,84.3 
佐賀県,  七山村,77.5 ,85.0 
佐賀県,  厳木町,77.0 ,85.4 
佐賀県,  相知町,76.3 ,85.1 
佐賀県,  北波多村,76.5 ,84.3 
佐賀県,  肥前町,75.4 ,85.3 
佐賀県,  玄海町,76.5 ,84.7 
佐賀県,  鎮西町,76.0 ,85.0 
佐賀県,  呼子町,76.0 ,84.9 
佐賀県,  有田町,76.6 ,85.0 
佐賀県,  西有田町,76.4 ,85.2 
佐賀県,  山内町,77.3 ,85.6 
佐賀県,  北方町,76.3 ,84.7 
佐賀県,  大町町,76.3 ,85.0 
佐賀県,  江北町,77.3 ,84.8 
佐賀県,  白石町,76.4 ,86.0 
佐賀県,  福富町,76.3 ,84.5 
佐賀県,  有明町,77.5 ,86.5 
佐賀県,  太良町,76.5 ,84.8 
佐賀県,  塩田町,76.3 ,83.7 
佐賀県,  嬉野町,77.7 ,87.5 
長崎県,  長崎市,77.7 ,85.1 
長崎県,  佐世保市,77.0 ,84.7 
長崎県,  島原市,77.8 ,85.6 
長崎県,  諫早市,78.1 ,85.5 
長崎県,  大村市,77.2 ,84.7 
長崎県,  福江市,76.4 ,84.7 
長崎県,  平戸市,75.8 ,83.9 
長崎県,  松浦市,76.5 ,84.7 
長崎県,  香焼町,76.9 ,85.2 
長崎県,  伊王島町,77.6 ,84.9 
長崎県,  高島町,77.4 ,84.7 
長崎県,  野母崎町,77.6 ,85.0 
長崎県,  三和町,77.5 ,84.6 
長崎県,  多良見町,78.5 ,86.5 
長崎県,  長与町,78.4 ,85.5 
長崎県,  時津町,78.3 ,84.8 
長崎県,  琴海町,77.6 ,85.4 
長崎県,  西彼町,77.9 ,86.1 
長崎県,  西海町,77.4 ,85.6 
長崎県,  大島町,77.3 ,84.4 
長崎県,  崎戸町,76.9 ,85.1 
長崎県,  大瀬戸町,77.2 ,84.5 
長崎県,  外海町,77.4 ,85.4 
長崎県,  東彼杵町,78.1 ,83.6 
長崎県,  川棚町,78.1 ,85.1 
長崎県,  波佐見町,77.4 ,85.8 
長崎県,  森山町,77.7 ,85.5 
長崎県,  飯盛町,77.3 ,84.7 
長崎県,  高来町,77.8 ,84.6 
長崎県,  小長井町,76.5 ,84.8 
長崎県,  有明町,77.7 ,85.4 
長崎県,  国見町,77.9 ,84.3 
長崎県,  瑞穂町,77.2 ,84.4 
長崎県,  吾妻町,77.6 ,84.9 
長崎県,  愛野町,77.5 ,85.2 
長崎県,  千々石町,76.0 ,84.2 
長崎県,  小浜町,76.8 ,82.8 
長崎県,  南串山町,76.7 ,84.7 
長崎県,  加津佐町,77.7 ,85.2 
長崎県,  口之津町,78.4 ,86.1 
長崎県,  南有馬町,77.1 ,85.8 
長崎県,  北有馬町,77.9 ,84.8 
長崎県,  西有家町,76.9 ,84.4 
長崎県,  有家町,76.6 ,84.2 
長崎県,  布津町,77.7 ,84.5 
長崎県,  深江町,77.1 ,84.9 
長崎県,  大島村,76.0 ,84.5 
長崎県,  生月町,76.6 ,83.6 
長崎県,  小値賀町,76.5 ,85.0 
長崎県,  宇久町,77.0 ,83.6 
長崎県,  田平町,76.1 ,84.3 
長崎県,  福島町,76.8 ,84.4 
長崎県,  鷹島町,76.1 ,84.3 
長崎県,  江迎町,77.1 ,84.2 
長崎県,  鹿町町,76.0 ,85.0 
長崎県,  小佐々町,77.2 ,85.3 
長崎県,  佐々町,76.8 ,85.4 
長崎県,  吉井町,76.2 ,84.9 
長崎県,  世知原町,76.4 ,85.0 
長崎県,  富江町,75.6 ,83.9 
長崎県,  玉之浦町,75.5 ,83.3 
長崎県,  三井楽町,76.8 ,84.5 
長崎県,  岐宿町,77.0 ,84.3 
長崎県,  奈留町,76.3 ,84.5 
長崎県,  若松町,76.2 ,84.6 
長崎県,  上五島町,76.2 ,84.3 
長崎県,  新魚目町,75.4 ,83.7 
長崎県,  有川町,76.0 ,84.7 
長崎県,  奈良尾町,76.4 ,83.8 
長崎県,  郷ノ浦町,75.4 ,84.9 
長崎県,  勝本町,76.0 ,83.9 
長崎県,  芦辺町,76.1 ,85.1 
長崎県,  石田町,76.9 ,84.5 
長崎県,  厳原町,75.8 ,84.3 
長崎県,  美津島町,75.8 ,82.3 
長崎県,  豊玉町,77.1 ,83.2 
長崎県,  峰町,75.9 ,83.4 
長崎県,  上県町,76.6 ,85.1 
長崎県,  上対馬町,77.5 ,85.1 
熊本県,  熊本市,78.7 ,85.6 
熊本県,  八代市,77.3 ,84.4 
熊本県,  人吉市,77.4 ,85.5 
熊本県,  荒尾市,77.2 ,84.8 
熊本県,  水俣市,77.3 ,84.4 
熊本県,  玉名市,78.5 ,85.2 
熊本県,  本渡市,78.8 ,86.0 
熊本県,  山鹿市,78.8 ,85.3 
熊本県,  牛深市,76.6 ,84.5 
熊本県,  菊池市,77.6 ,85.1 
熊本県,  宇土市,78.2 ,85.1 
熊本県,  三角町,78.1 ,84.4 
熊本県,  不知火町,78.2 ,85.2 
熊本県,  城南町,78.6 ,86.0 
熊本県,  富合町,79.1 ,84.9 
熊本県,  松橋町,78.8 ,84.6 
熊本県,  小川町,78.2 ,86.2 
熊本県,  豊野町,77.9 ,85.2 
熊本県,  中央町,78.6 ,86.2 
熊本県,  砥用町,78.3 ,85.4 
熊本県,  岱明町,78.4 ,85.7 
熊本県,  横島町,78.5 ,86.0 
熊本県,  天水町,78.8 ,84.1 
熊本県,  玉東町,78.1 ,84.5 
熊本県,  菊水町,78.5 ,84.1 
熊本県,  三加和町,78.1 ,85.1 
熊本県,  南関町,78.8 ,85.0 
熊本県,  長洲町,78.8 ,85.8 
熊本県,  鹿北町,78.1 ,84.5 
熊本県,  菊鹿町,78.6 ,85.1 
熊本県,  鹿本町,78.7 ,84.7 
熊本県,  鹿央町,78.3 ,84.5 
熊本県,  植木町,78.6 ,85.0 
熊本県,  七城町,79.0 ,85.1 
熊本県,  旭志村,79.3 ,86.2 
熊本県,  大津町,79.3 ,84.5 
熊本県,  菊陽町,79.4 ,87.2 
熊本県,  合志町,79.3 ,85.8 
熊本県,  泗水町,78.9 ,86.0 
熊本県,  西合志町,78.5 ,86.2 
熊本県,  一の宮町,78.9 ,85.7 
熊本県,  阿蘇町,77.8 ,86.6 
熊本県,  南小国町,79.0 ,85.6 
熊本県,  小国町,79.4 ,85.9 
熊本県,  産山村,76.4 ,85.8 
熊本県,  波野村,79.0 ,86.1 
熊本県,  蘇陽町,77.6 ,85.6 
熊本県,  高森町,78.6 ,85.2 
熊本県,  白水村,79.5 ,85.1 
熊本県,  久木野村,79.0 ,86.1 
熊本県,  長陽村,79.3 ,86.9 
熊本県,  西原村,79.1 ,85.5 
熊本県,  御船町,78.4 ,85.7 
熊本県,  嘉島町,79.7 ,86.3 
熊本県,  益城町,79.9 ,86.6 
熊本県,  甲佐町,78.3 ,86.7 
熊本県,  矢部町,78.7 ,86.2 
熊本県,  清和村,80.1 ,85.6 
熊本県,  坂本村,77.2 ,85.0 
熊本県,  千丁町,76.3 ,85.0 
熊本県,  鏡町,77.1 ,85.7 
熊本県,  竜北町,76.4 ,84.4 
熊本県,  宮原町,76.9 ,85.6 
熊本県,  東陽村,76.4 ,84.5 
熊本県,  泉村,78.2 ,85.4 
熊本県,  田浦町,76.7 ,84.5 
熊本県,  芦北町,77.8 ,85.8 
熊本県,  津奈木町,77.1 ,83.5 
熊本県,  錦町,76.8 ,85.0 
熊本県,  上村,76.0 ,84.7 
熊本県,  免田町,77.1 ,85.7 
熊本県,  岡原村,77.2 ,85.3 
熊本県,  多良木町,76.2 ,85.4 
熊本県,  湯前町,76.1 ,84.2 
熊本県,  水上村,76.7 ,85.2 
熊本県,  須恵村,76.9 ,84.7 
熊本県,  深田村,76.3 ,84.4 
熊本県,  相良村,76.5 ,84.9 
熊本県,  五木村,77.2 ,84.5 
熊本県,  山江村,77.9 ,84.9 
熊本県,  球磨村,77.0 ,84.8 
熊本県,  大矢野町,78.2 ,84.7 
熊本県,  松島町,77.0 ,85.8 
熊本県,  有明町,78.4 ,84.5 
熊本県,  姫戸町,78.6 ,85.1 
熊本県,  龍ヶ岳町,77.6 ,85.4 
熊本県,  御所浦町,77.8 ,85.0 
熊本県,  倉岳町,78.1 ,85.2 
熊本県,  栖本町,77.9 ,85.6 
熊本県,  新和町,78.0 ,84.9 
熊本県,  五和町,78.1 ,85.6 
熊本県,  苓北町,78.7 ,85.8 
熊本県,  天草町,77.6 ,84.5 
熊本県,  河浦町,77.0 ,84.8 
大分県,  大分市,78.8 ,85.0 
大分県,  別府市,77.6 ,84.1 
大分県,  中津市,77.2 ,83.8 
大分県,  日田市,77.6 ,84.3 
大分県,  佐伯市,77.4 ,84.7 
大分県,  臼杵市,78.5 ,85.5 
大分県,  津久見市,77.6 ,84.2 
大分県,  竹田市,78.4 ,86.1 
大分県,  豊後高田市,77.0 ,84.4 
大分県,  杵築市,77.8 ,84.3 
大分県,  宇佐市,77.0 ,84.6 
大分県,  大田村,77.5 ,84.8 
大分県,  真玉町,77.6 ,84.1 
大分県,  香々地町,77.8 ,83.6 
大分県,  国見町,78.4 ,85.5 
大分県,  姫島村,77.6 ,84.2 
大分県,  国東町,78.7 ,84.7 
大分県,  武蔵町,76.8 ,84.1 
大分県,  安岐町,77.1 ,84.7 
大分県,  日出町,78.0 ,84.1 
大分県,  山香町,76.6 ,85.2 
大分県,  野津原町,78.8 ,84.3 
大分県,  挾間町,78.1 ,85.4 
大分県,  庄内町,77.9 ,84.6 
大分県,  湯布院町,76.9 ,85.6 
大分県,  佐賀関町,77.6 ,84.6 
大分県,  上浦町,77.2 ,85.2 
大分県,  弥生町,77.8 ,83.2 
大分県,  本匠村,78.5 ,85.0 
大分県,  宇目町,78.8 ,84.7 
大分県,  直川村,78.2 ,84.9 
大分県,  鶴見町,77.6 ,85.0 
大分県,  米水津村,77.4 ,85.5 
大分県,  蒲江町,76.4 ,85.2 
大分県,  野津町,77.9 ,84.6 
大分県,  三重町,78.2 ,84.9 
大分県,  清川村,78.4 ,85.0 
大分県,  緒方町,78.2 ,85.0 
大分県,  朝地町,78.7 ,85.5 
大分県,  大野町,79.2 ,85.6 
大分県,  千歳村,78.2 ,84.8 
大分県,  犬飼町,78.4 ,85.4 
大分県,  荻町,78.7 ,85.0 
大分県,  久住町,78.8 ,85.1 
大分県,  直入町,78.8 ,85.9 
大分県,  九重町,77.4 ,85.2 
大分県,  玖珠町,77.4 ,84.7 
大分県,  前津江村,77.4 ,84.4 
大分県,  中津江村,77.5 ,84.5 
大分県,  上津江村,77.0 ,85.0 
大分県,  大山町,77.5 ,84.9 
大分県,  天瀬町,76.3 ,84.0 
大分県,  三光村,77.3 ,84.0 
大分県,  本耶馬溪町,77.8 ,83.8 
大分県,  耶馬溪町,77.4 ,84.1 
大分県,  山国町,77.3 ,84.9 
大分県,  院内町,76.2 ,83.5 
大分県,  安心院町,77.4 ,84.2 
宮崎県,  宮崎市,78.3 ,85.7 
宮崎県,  都城市,76.9 ,84.6 
宮崎県,  延岡市,77.2 ,84.7 
宮崎県,  日南市,77.4 ,85.1 
宮崎県,  小林市,77.7 ,85.2 
宮崎県,  日向市,76.6 ,85.2 
宮崎県,  串間市,77.6 ,84.4 
宮崎県,  西都市,77.3 ,84.6 
宮崎県,  えびの市,76.4 ,84.7 
宮崎県,  清武町,77.9 ,85.4 
宮崎県,  田野町,77.6 ,85.0 
宮崎県,  佐土原町,78.0 ,85.7 
宮崎県,  北郷町,77.2 ,85.4 
宮崎県,  南郷町,78.2 ,85.3 
宮崎県,  三股町,77.4 ,84.9 
宮崎県,  山之口町,76.8 ,84.4 
宮崎県,  高城町,76.3 ,83.7 
宮崎県,  山田町,76.9 ,84.5 
宮崎県,  高崎町,75.9 ,83.2 
宮崎県,  高原町,77.2 ,84.1 
宮崎県,  野尻町,76.9 ,84.9 
宮崎県,  須木村,77.1 ,83.9 
宮崎県,  高岡町,77.9 ,85.5 
宮崎県,  国富町,77.6 ,85.3 
宮崎県,  綾町,77.9 ,85.2 
宮崎県,  高鍋町,77.6 ,84.7 
宮崎県,  新富町,78.0 ,85.1 
宮崎県,  西米良村,76.3 ,85.1 
宮崎県,  木城町,77.9 ,85.0 
宮崎県,  川南町,75.4 ,85.3 
宮崎県,  都農町,76.8 ,85.0 
宮崎県,  門川町,77.1 ,84.9 
宮崎県,  東郷町,77.4 ,85.3 
宮崎県,  南郷村,76.5 ,84.9 
宮崎県,  西郷村,77.2 ,84.3 
宮崎県,  北郷村,77.8 ,84.8 
宮崎県,  北方町,76.8 ,84.4 
宮崎県,  北川町,77.1 ,85.4 
宮崎県,  北浦町,76.4 ,84.5 
宮崎県,  諸塚村,77.3 ,85.1 
宮崎県,  椎葉村,77.9 ,85.3 
宮崎県,  高千穂町,77.7 ,85.3 
宮崎県,  日之影町,76.7 ,85.1 
宮崎県,  五ヶ瀬町,77.7 ,85.0 
鹿児島県,  鹿児島市,77.9 ,84.7 
鹿児島県,  川内市,77.2 ,85.2 
鹿児島県,  鹿屋市,77.5 ,84.6 
鹿児島県,  枕崎市,75.7 ,84.2 
鹿児島県,  串木野市,75.9 ,83.2 
鹿児島県,  阿久根市,76.3 ,85.4 
鹿児島県,  名瀬市,75.3 ,85.2 
鹿児島県,  出水市,77.0 ,84.3 
鹿児島県,  大口市,76.7 ,85.1 
鹿児島県,  指宿市,77.6 ,85.4 
鹿児島県,  加世田市,76.2 ,84.6 
鹿児島県,  国分市,78.0 ,85.0 
鹿児島県,  西之表市,75.5 ,84.5 
鹿児島県,  垂水市,76.5 ,84.4 
鹿児島県,  吉田町,77.8 ,84.7 
鹿児島県,  桜島町,78.0 ,84.6 
鹿児島県,  三島村,77.8 ,84.8 
鹿児島県,  十島村,77.9 ,84.8 
鹿児島県,  喜入町,76.0 ,83.8 
鹿児島県,  山川町,76.6 ,83.4 
鹿児島県,  頴娃町,75.6 ,84.2 
鹿児島県,  開聞町,76.2 ,84.9 
鹿児島県,  笠沙町,76.7 ,85.0 
鹿児島県,  大浦町,76.3 ,84.2 
鹿児島県,  坊津町,75.8 ,83.9 
鹿児島県,  知覧町,76.7 ,84.9 
鹿児島県,  川辺町,77.3 ,84.9 
鹿児島県,  市来町,77.1 ,84.3 
鹿児島県,  東市来町,76.7 ,85.2 
鹿児島県,  伊集院町,77.3 ,84.4 
鹿児島県,  松元町,77.3 ,84.8 
鹿児島県,  郡山町,75.7 ,83.9 
鹿児島県,  日吉町,75.0 ,84.6 
鹿児島県,  吹上町,75.0 ,83.5 
鹿児島県,  金峰町,75.8 ,83.8 
鹿児島県,  樋脇町,76.6 ,84.8 
鹿児島県,  入来町,77.4 ,84.3 
鹿児島県,  東郷町,76.7 ,84.9 
鹿児島県,  宮之城町,76.9 ,84.3 
鹿児島県,  鶴田町,76.5 ,84.3 
鹿児島県,  薩摩町,76.1 ,84.5 
鹿児島県,  祁答院町,76.5 ,84.0 
鹿児島県,  里村,76.5 ,85.2 
鹿児島県,  上甑村,76.8 ,85.3 
鹿児島県,  下甑村,76.7 ,83.8 
鹿児島県,  鹿島村,76.7 ,85.1 
鹿児島県,  野田町,75.4 ,84.2 
鹿児島県,  高尾野町,76.5 ,84.5 
鹿児島県,  東町,76.5 ,84.5 
鹿児島県,  長島町,76.8 ,84.3 
鹿児島県,  菱刈町,77.6 ,83.8 
鹿児島県,  加治木町,77.2 ,84.3 
鹿児島県,  姶良町,78.4 ,85.2 
鹿児島県,  蒲生町,76.3 ,85.1 
鹿児島県,  溝辺町,77.2 ,84.4 
鹿児島県,  横川町,77.2 ,84.1 
鹿児島県,  栗野町,76.5 ,85.4 
鹿児島県,  吉松町,77.9 ,83.6 
鹿児島県,  牧園町,76.5 ,83.9 
鹿児島県,  霧島町,77.3 ,85.5 
鹿児島県,  隼人町,77.6 ,85.3 
鹿児島県,  福山町,75.8 ,84.9 
鹿児島県,  大隅町,76.2 ,85.1 
鹿児島県,  輝北町,76.0 ,84.7 
鹿児島県,  財部町,75.1 ,84.5 
鹿児島県,  末吉町,76.4 ,84.5 
鹿児島県,  松山町,77.0 ,84.3 
鹿児島県,  志布志町,75.8 ,83.6 
鹿児島県,  有明町,75.5 ,85.5 
鹿児島県,  大崎町,76.5 ,84.3 
鹿児島県,  串良町,77.2 ,84.0 
鹿児島県,  東串良町,76.8 ,84.7 
鹿児島県,  内之浦町,75.0 ,84.1 
鹿児島県,  高山町,76.6 ,84.7 
鹿児島県,  吾平町,76.5 ,85.1 
鹿児島県,  大根占町,76.1 ,85.1 
鹿児島県,  根占町,76.2 ,85.9 
鹿児島県,  田代町,76.6 ,85.8 
鹿児島県,  佐多町,76.5 ,85.1 
鹿児島県,  中種子町,76.4 ,85.0 
鹿児島県,  南種子町,76.7 ,83.9 
鹿児島県,  上屋久町,75.3 ,84.8 
鹿児島県,  屋久町,77.2 ,84.8 
鹿児島県,  大和村,75.4 ,84.6 
鹿児島県,  宇検村,75.2 ,85.0 
鹿児島県,  瀬戸内町,75.9 ,84.7 
鹿児島県,  住用村,75.5 ,84.8 
鹿児島県,  龍郷町,74.6 ,84.8 
鹿児島県,  笠利町,76.2 ,85.5 
鹿児島県,  喜界町,77.0 ,84.7 
鹿児島県,  徳之島町,74.7 ,84.7 
鹿児島県,  天城町,75.5 ,85.0 
鹿児島県,  伊仙町,75.1 ,83.9 
鹿児島県,  和泊町,75.9 ,84.6 
鹿児島県,  知名町,76.3 ,83.3 
鹿児島県,  与論町,76.6 ,86.3 
沖縄県,  那覇市,77.3 ,85.6 
沖縄県,  石川市,76.9 ,85.9 
沖縄県,  具志川市,77.4 ,85.7 
沖縄県,  宜野湾市,77.9 ,85.6 
沖縄県,  平良市,77.6 ,85.5 
沖縄県,  石垣市,77.0 ,86.5 
沖縄県,  浦添市,78.6 ,86.7 
沖縄県,  名護市,77.6 ,86.2 
沖縄県,  糸満市,77.1 ,86.1 
沖縄県,  沖縄市,77.3 ,85.2 
沖縄県,  国頭村,77.4 ,86.4 
沖縄県,  大宜味村,77.0 ,86.1 
沖縄県,  東村,77.7 ,85.9 
沖縄県,  今帰仁村,77.6 ,87.3 
沖縄県,  本部町,77.0 ,86.5 
沖縄県,  恩納村,77.8 ,86.1 
沖縄県,  宜野座村,77.2 ,86.0 
沖縄県,  金武町,78.4 ,86.1 
沖縄県,  伊江村,77.1 ,85.5 
沖縄県,  与那城町,77.1 ,85.4 
沖縄県,  勝連町,76.8 ,86.1 
沖縄県,  読谷村,77.3 ,85.5 
沖縄県,  嘉手納町,76.6 ,85.9 
沖縄県,  北谷町,78.5 ,86.2 
沖縄県,  北中城村,78.6 ,88.5 
沖縄県,  中城村,78.6 ,86.9 
沖縄県,  西原町,79.2 ,86.6 
沖縄県,  豊見城村,78.8 ,89.2 
沖縄県,  東風平町,78.1 ,87.2 
沖縄県,  具志頭村,76.7 ,85.9 
沖縄県,  玉城村,77.0 ,85.3 
沖縄県,  知念村,78.0 ,85.6 
沖縄県,  佐敷町,78.3 ,86.7 
沖縄県,  与那原町,77.3 ,85.6 
沖縄県,  大里村,79.5 ,86.4 
沖縄県,  南風原町,79.1 ,87.0 
沖縄県,  仲里村,78.0 ,86.1 
沖縄県,  具志川村,77.1 ,86.8 
沖縄県,  渡嘉敷村,77.0 ,86.1 
沖縄県,  座間味村,78.1 ,85.9 
沖縄県,  粟国村,77.3 ,85.7 
沖縄県,  渡名喜村,77.6 ,85.8 
沖縄県,  南大東村,77.7 ,86.4 
沖縄県,  北大東村,77.8 ,85.5 
沖縄県,  伊平屋村,77.7 ,86.2 
沖縄県,  伊是名村,77.3 ,86.1 
沖縄県,  城辺町,77.4 ,85.4 
沖縄県,  下地町,77.1 ,86.7 
沖縄県,  上野村,77.7 ,85.9 
沖縄県,  伊良部町,77.3 ,85.8 
沖縄県,  多良間村,76.7 ,86.2 
沖縄県,  竹富町,78.1 ,86.1 
沖縄県,  与那国町,76.7 ,85.5 
