Prefecture,City,Male,Female
北海道,  中央区,78.5 ,86.0
北海道,  北区,78.5 ,85.1 
北海道,  東区,78.3 ,85.2 
北海道,  白石区,77.6 ,84.6 
北海道,  豊平区,78.0 ,85.4 
北海道,  南区,78.6 ,85.9 
北海道,  西区,78.3 ,85.5 
北海道,  厚別区,79.4 ,86.0 
北海道,  手稲区,78.8 ,86.7 
北海道,  清田区,78.5 ,85.4 
北海道,  函館市,75.9 ,83.3 
北海道,  小樽市,76.4 ,84.1 
北海道,  旭川市,77.7 ,84.9 
北海道,  室蘭市,76.9 ,84.2 
北海道,  釧路市,76.4 ,84.0 
北海道,  帯広市,78.1 ,85.0 
北海道,  北見市,78.6 ,84.7 
北海道,  夕張市,77.5 ,84.5 
北海道,  岩見沢市,77.4 ,84.2 
北海道,  網走市,77.9 ,84.7 
北海道,  留萌市,77.3 ,83.6 
北海道,  苫小牧市,76.9 ,84.5 
北海道,  稚内市,77.6 ,84.1 
北海道,  美唄市,77.6 ,84.7 
北海道,  芦別市,75.7 ,84.9 
北海道,  江別市,78.2 ,85.2 
北海道,  赤平市,75.7 ,83.6 
北海道,  紋別市,75.9 ,83.6 
北海道,  士別市,77.4 ,84.6 
北海道,  名寄市,77.7 ,84.6 
北海道,  三笠市,77.0 ,83.9 
北海道,  根室市,76.3 ,83.4 
北海道,  千歳市,77.8 ,85.0 
北海道,  滝川市,77.7 ,85.4 
北海道,  砂川市,77.5 ,84.8 
北海道,  歌志内市,76.1 ,84.3 
北海道,  深川市,78.2 ,85.3 
北海道,  富良野市,78.1 ,84.6 
北海道,  登別市,77.7 ,84.9 
北海道,  恵庭市,78.0 ,85.3 
北海道,  伊達市,77.3 ,85.1 
北海道,  北広島市,78.6 ,86.7 
北海道,  石狩市,78.3 ,85.9 
北海道,  当別町,78.2 ,85.2 
北海道,  新篠津村,78.2 ,85.2 
北海道,  厚田村,78.0 ,85.3 
北海道,  浜益村,78.1 ,85.2 
北海道,  松前町,74.6 ,82.9 
北海道,  福島町,76.0 ,84.1 
北海道,  知内町,75.6 ,84.2 
北海道,  木古内町,76.9 ,83.6 
北海道,  上磯町,76.2 ,83.9 
北海道,  大野町,76.2 ,84.0 
北海道,  七飯町,76.5 ,84.7 
北海道,  戸井町,76.4 ,83.0 
北海道,  恵山町,75.1 ,82.9 
北海道,  椴法華村,76.3 ,83.3 
北海道,  南茅部町,76.1 ,84.0 
北海道,  鹿部町,75.9 ,83.3 
北海道,  砂原町,76.2 ,83.4 
北海道,  森町,76.1 ,84.0 
北海道,  八雲町,76.0 ,84.6 
北海道,  長万部町,77.1 ,83.9 
北海道,  江差町,76.9 ,84.3 
北海道,  上ノ国町,76.2 ,83.5 
北海道,  厚沢部町,77.0 ,84.5 
北海道,  乙部町,76.3 ,83.5 
北海道,  熊石町,75.8 ,84.2 
北海道,  大成町,76.5 ,84.4 
北海道,  奥尻町,76.6 ,84.7 
北海道,  瀬棚町,76.4 ,83.6 
北海道,  北檜山町,76.5 ,84.5 
北海道,  今金町,77.2 ,84.0 
北海道,  島牧村,76.4 ,83.8 
北海道,  寿都町,76.9 ,83.4 
北海道,  黒松内町,74.6 ,83.9 
北海道,  蘭越町,76.7 ,84.5 
北海道,  ニセコ町,76.6 ,84.5 
北海道,  真狩村,75.8 ,84.8 
北海道,  留寿都村,76.7 ,82.1 
北海道,  喜茂別町,76.8 ,83.2 
北海道,  京極町,76.9 ,84.5 
北海道,  倶知安町,76.7 ,84.6 
北海道,  共和町,76.5 ,84.4 
北海道,  岩内町,75.7 ,84.0 
北海道,  泊村,74.9 ,83.4 
北海道,  神恵内村,76.7 ,84.5 
北海道,  積丹町,76.5 ,83.4 
北海道,  古平町,76.9 ,83.9 
北海道,  仁木町,77.0 ,82.9 
北海道,  余市町,76.2 ,84.4 
北海道,  赤井川村,76.7 ,84.3 
北海道,  北村,78.2 ,85.8 
北海道,  栗沢町,78.5 ,84.9 
北海道,  南幌町,78.2 ,85.6 
北海道,  奈井江町,77.6 ,84.6 
北海道,  上砂川町,77.3 ,84.7 
北海道,  由仁町,77.9 ,85.1 
北海道,  長沼町,78.4 ,85.4 
北海道,  栗山町,78.1 ,84.9 
北海道,  月形町,78.4 ,85.6 
北海道,  浦臼町,78.1 ,85.2 
北海道,  新十津川町,77.1 ,85.2 
北海道,  妹背牛町,78.2 ,84.1 
北海道,  秩父別町,77.5 ,84.4 
北海道,  雨竜町,78.3 ,85.1 
北海道,  北竜町,77.6 ,85.4 
北海道,  沼田町,78.2 ,84.7 
北海道,  幌加内町,78.2 ,84.8 
北海道,  鷹栖町,78.6 ,84.9 
北海道,  東神楽町,78.5 ,85.8 
北海道,  当麻町,77.5 ,84.2 
北海道,  比布町,77.0 ,84.2 
北海道,  愛別町,77.1 ,85.1 
北海道,  上川町,76.9 ,84.2 
北海道,  東川町,78.4 ,84.7 
北海道,  美瑛町,77.7 ,85.4 
北海道,  上富良野町,77.7 ,85.1 
北海道,  中富良野町,77.7 ,84.6 
北海道,  南富良野町,78.2 ,84.6 
北海道,  占冠村,78.0 ,84.5 
北海道,  和寒町,77.6 ,84.7 
北海道,  剣淵町,77.7 ,84.6 
北海道,  朝日町,77.4 ,84.6 
北海道,  風連町,77.1 ,85.6 
北海道,  下川町,76.2 ,84.6 
北海道,  美深町,77.9 ,84.7 
北海道,  音威子府村,77.3 ,84.9 
北海道,  中川町,77.8 ,84.3 
北海道,  増毛町,74.2 ,84.5 
北海道,  小平町,76.7 ,85.7 
北海道,  苫前町,78.4 ,84.7 
北海道,  羽幌町,77.9 ,85.6 
北海道,  初山別村,77.5 ,84.8 
北海道,  遠別町,77.9 ,84.2 
北海道,  天塩町,77.2 ,85.2 
北海道,  幌延町,76.1 ,83.8 
北海道,  猿払村,78.4 ,85.0 
北海道,  浜頓別町,77.8 ,83.1 
北海道,  中頓別町,76.9 ,85.6 
北海道,  枝幸町,77.2 ,83.9 
北海道,  歌登町,78.2 ,85.1 
北海道,  豊富町,77.0 ,84.8 
北海道,  礼文町,78.1 ,84.8 
北海道,  利尻町,77.4 ,84.8 
北海道,  利尻富士町,78.3 ,84.7 
北海道,  東藻琴村,78.7 ,84.5 
北海道,  女満別町,78.0 ,85.0 
北海道,  美幌町,78.2 ,85.7 
北海道,  津別町,77.8 ,84.9 
北海道,  斜里町,78.4 ,85.0 
北海道,  清里町,77.7 ,84.2 
北海道,  小清水町,77.7 ,85.2 
北海道,  端野町,79.4 ,84.9 
北海道,  訓子府町,78.2 ,84.8 
北海道,  置戸町,77.6 ,84.7 
北海道,  留辺蘂町,76.2 ,83.7 
北海道,  佐呂間町,77.6 ,85.2 
北海道,  常呂町,76.3 ,85.2 
北海道,  生田原町,78.6 ,86.0 
北海道,  遠軽町,78.8 ,84.2 
北海道,  丸瀬布町,78.6 ,84.4 
北海道,  白滝村,78.7 ,85.1 
北海道,  上湧別町,78.4 ,84.7 
北海道,  湧別町,77.2 ,84.6 
北海道,  滝上町,76.8 ,84.9 
北海道,  興部町,77.1 ,84.5 
北海道,  西興部村,77.8 ,85.0 
北海道,  雄武町,77.3 ,84.5 
北海道,  豊浦町,76.7 ,85.1 
北海道,  虻田町,76.6 ,83.6 
北海道,  洞爺村,77.5 ,86.2 
北海道,  大滝村,79.1 ,87.3 
北海道,  壮瞥町,78.1 ,88.0 
北海道,  白老町,76.5 ,83.9 
北海道,  早来町,77.6 ,83.6 
北海道,  追分町,75.9 ,84.1 
北海道,  厚真町,76.8 ,83.9 
北海道,  鵡川町,75.5 ,83.8 
北海道,  穂別町,75.8 ,84.3 
北海道,  日高町,77.3 ,84.3 
北海道,  平取町,75.6 ,83.5 
北海道,  門別町,76.5 ,84.3 
北海道,  新冠町,76.4 ,84.5 
北海道,  静内町,77.3 ,84.6 
北海道,  三石町,77.1 ,83.8 
北海道,  浦河町,75.8 ,83.8 
北海道,  様似町,76.6 ,83.4 
北海道,  えりも町,75.4 ,84.5 
北海道,  音更町,77.5 ,86.2 
北海道,  士幌町,77.8 ,85.2 
北海道,  上士幌町,75.9 ,84.4 
北海道,  鹿追町,76.9 ,84.8 
北海道,  新得町,77.7 ,84.3 
北海道,  清水町,78.3 ,85.8 
北海道,  芽室町,78.5 ,85.1 
北海道,  中札内村,76.6 ,84.3 
北海道,  更別村,77.9 ,84.3 
北海道,  忠類村,77.7 ,84.5 
北海道,  大樹町,77.6 ,86.2 
北海道,  広尾町,77.4 ,84.9 
北海道,  幕別町,77.0 ,85.6 
北海道,  池田町,77.5 ,84.8 
北海道,  豊頃町,77.4 ,84.9 
北海道,  本別町,77.5 ,85.2 
北海道,  足寄町,77.4 ,84.8 
北海道,  陸別町,77.1 ,85.2 
北海道,  浦幌町,76.7 ,84.3 
北海道,  釧路町,77.2 ,84.9 
北海道,  厚岸町,77.5 ,85.5 
北海道,  浜中町,76.9 ,84.2 
北海道,  標茶町,76.7 ,83.3 
北海道,  弟子屈町,76.8 ,85.2 
北海道,  阿寒町,77.9 ,85.0 
北海道,  鶴居村,78.0 ,86.5 
北海道,  白糠町,76.3 ,84.2 
北海道,  音別町,77.4 ,84.9 
北海道,  別海町,76.6 ,84.3 
北海道,  中標津町,77.9 ,85.8 
北海道,  標津町,77.1 ,84.9 
北海道,  羅臼町,76.9 ,84.7 
青森県,  青森市,75.8 ,83.0 
青森県,  弘前市,75.8 ,83.5 
青森県,  八戸市,76.4 ,83.8 
青森県,  黒石市,74.7 ,82.6 
青森県,  五所川原市,75.1 ,82.8 
青森県,  十和田市,76.6 ,84.9 
青森県,  三沢市,76.6 ,84.0 
青森県,  むつ市,75.6 ,83.8 
青森県,  平内町,75.8 ,83.2 
青森県,  蟹田町,75.7 ,83.2 
青森県,  今別町,75.4 ,82.8 
青森県,  蓬田村,75.8 ,82.9 
青森県,  平舘村,75.8 ,83.1 
青森県,  三厩村,75.6 ,82.7 
青森県,  鰺ヶ沢町,74.6 ,83.2 
青森県,  木造町,76.1 ,83.9 
青森県,  深浦町,75.0 ,83.6 
青森県,  森田村,75.3 ,83.1 
青森県,  岩崎村,75.2 ,83.9 
青森県,  柏村,74.7 ,83.1 
青森県,  稲垣村,74.6 ,83.6 
青森県,  車力村,75.8 ,83.9 
青森県,  岩木町,74.5 ,82.9 
青森県,  相馬村,75.7 ,83.8 
青森県,  西目屋村,75.6 ,83.0 
青森県,  藤崎町,75.4 ,82.6 
青森県,  大鰐町,73.6 ,83.3 
青森県,  尾上町,74.7 ,83.7 
青森県,  浪岡町,74.4 ,83.7 
青森県,  平賀町,75.2 ,84.3 
青森県,  常盤村,76.0 ,84.2 
青森県,  田舎館村,74.4 ,83.4 
青森県,  碇ヶ関村,74.8 ,82.8 
青森県,  板柳町,74.9 ,83.1 
青森県,  金木町,75.7 ,84.1 
青森県,  中里町,75.2 ,83.2 
青森県,  鶴田町,74.5 ,84.1 
青森県,  市浦村,75.2 ,83.1 
青森県,  小泊村,75.2 ,83.2 
青森県,  野辺地町,75.6 ,84.3 
青森県,  七戸町,75.4 ,83.2 
青森県,  百石町,76.2 ,84.5 
青森県,  十和田湖町,75.9 ,84.4 
青森県,  六戸町,75.0 ,84.0 
青森県,  横浜町,74.7 ,82.5 
青森県,  上北町,75.9 ,84.9 
青森県,  東北町,76.2 ,84.0 
青森県,  天間林村,75.2 ,84.2 
青森県,  下田町,75.7 ,83.4 
青森県,  六ヶ所村,76.1 ,83.0 
青森県,  川内町,75.4 ,83.5 
青森県,  大畑町,75.9 ,84.1 
青森県,  大間町,74.0 ,83.7 
青森県,  東通村,76.7 ,84.2 
青森県,  風間浦村,76.1 ,83.1 
青森県,  佐井村,76.2 ,83.4 
青森県,  脇野沢村,76.0 ,84.1 
青森県,  三戸町,75.9 ,84.5 
青森県,  五戸町,76.4 ,83.5 
青森県,  田子町,76.2 ,83.8 
青森県,  名川町,76.3 ,84.1 
青森県,  南部町,76.5 ,83.5 
青森県,  階上町,75.5 ,83.4 
青森県,  福地村,75.6 ,83.5 
青森県,  南郷村,76.5 ,84.2 
青森県,  倉石村,76.0 ,83.8 
青森県,  新郷村,76.5 ,84.2 
岩手県,  盛岡市,78.0 ,85.1 
岩手県,  宮古市,76.3 ,83.6 
岩手県,  大船渡市,77.3 ,84.7 
岩手県,  水沢市,78.1 ,84.5 
岩手県,  花巻市,76.9 ,84.1 
岩手県,  北上市,77.3 ,84.5 
岩手県,  久慈市,75.6 ,84.8 
岩手県,  遠野市,76.2 ,84.2 
岩手県,  一関市,77.2 ,84.1 
岩手県,  陸前高田市,77.4 ,84.4 
岩手県,  釜石市,77.5 ,83.1 
岩手県,  江刺市,77.2 ,84.0 
岩手県,  二戸市,76.1 ,83.4 
岩手県,  雫石町,77.8 ,84.0 
岩手県,  葛巻町,76.7 ,84.5 
岩手県,  岩手町,76.7 ,85.0 
岩手県,  西根町,77.3 ,85.1 
岩手県,  滝沢村,77.7 ,85.3 
岩手県,  松尾村,78.0 ,85.2 
岩手県,  玉山村,77.1 ,85.2 
岩手県,  紫波町,77.7 ,84.7 
岩手県,  矢巾町,78.1 ,85.4 
岩手県,  大迫町,76.6 ,84.3 
岩手県,  石鳥谷町,76.9 ,84.5 
岩手県,  東和町,76.9 ,84.0 
岩手県,  湯田町,77.8 ,84.2 
岩手県,  沢内村,76.9 ,84.6 
岩手県,  金ヶ崎町,77.7 ,83.8 
岩手県,  前沢町,77.8 ,85.8 
岩手県,  胆沢町,76.8 ,84.1 
岩手県,  衣川村,76.7 ,84.4 
岩手県,  花泉町,77.0 ,84.4 
岩手県,  平泉町,76.5 ,84.7 
岩手県,  大東町,77.1 ,85.2 
岩手県,  藤沢町,77.3 ,84.9 
岩手県,  千厩町,77.1 ,84.5 
岩手県,  東山町,77.5 ,84.6 
岩手県,  室根村,77.4 ,84.7 
岩手県,  川崎村,76.7 ,83.6 
岩手県,  住田町,76.8 ,84.3 
岩手県,  大槌町,75.2 ,83.6 
岩手県,  宮守村,76.5 ,84.7 
岩手県,  田老町,75.9 ,84.4 
岩手県,  山田町,75.7 ,84.4 
岩手県,  岩泉町,76.0 ,84.0 
岩手県,  田野畑村,77.4 ,85.0 
岩手県,  普代村,76.8 ,83.7 
岩手県,  新里村,75.7 ,85.0 
岩手県,  川井村,75.5 ,84.1 
岩手県,  軽米町,76.2 ,83.6 
岩手県,  種市町,76.5 ,83.6 
岩手県,  野田村,76.0 ,84.6 
岩手県,  山形村,75.6 ,83.9 
岩手県,  大野村,74.6 ,84.1 
岩手県,  九戸村,76.5 ,84.5 
岩手県,  浄法寺町,76.1 ,84.0 
岩手県,  安代町,77.7 ,85.3 
岩手県,  一戸町,75.8 ,83.9 
宮城県,  青葉区,78.6 ,85.5 
宮城県,  宮城野区,77.7 ,84.9 
宮城県,  若林区,77.7 ,84.8 
宮城県,  太白区,78.7 ,85.4 
宮城県,  泉区,79.2 ,85.3 
宮城県,  石巻市,76.8 ,84.2 
宮城県,  塩竈市,77.4 ,84.9 
宮城県,  古川市,77.0 ,84.4 
宮城県,  気仙沼市,77.1 ,84.6 
宮城県,  白石市,77.8 ,84.9 
宮城県,  名取市,78.4 ,85.5 
宮城県,  角田市,77.2 ,85.4 
宮城県,  多賀城市,78.2 ,84.6 
宮城県,  岩沼市,78.4 ,84.7 
宮城県,  蔵王町,78.0 ,84.1 
宮城県,  七ヶ宿町,78.0 ,84.9 
宮城県,  大河原町,78.5 ,85.2 
宮城県,  村田町,77.8 ,85.0 
宮城県,  柴田町,78.2 ,84.9 
宮城県,  川崎町,78.2 ,85.4 
宮城県,  丸森町,77.9 ,84.6 
宮城県,  亘理町,77.4 ,84.5 
宮城県,  山元町,77.8 ,84.7 
宮城県,  松島町,77.6 ,84.9 
宮城県,  七ヶ浜町,78.1 ,84.7 
宮城県,  利府町,78.2 ,85.5 
宮城県,  大和町,77.2 ,83.8 
宮城県,  大郷町,77.9 ,84.5 
宮城県,  富谷町,78.6 ,85.1 
宮城県,  大衡村,78.4 ,84.7 
宮城県,  中新田町,76.9 ,84.2 
宮城県,  小野田町,77.6 ,84.0 
宮城県,  宮崎町,78.0 ,83.8 
宮城県,  色麻町,76.8 ,84.0 
宮城県,  松山町,76.2 ,85.2 
宮城県,  三本木町,76.9 ,83.5 
宮城県,  鹿島台町,75.6 ,83.6 
宮城県,  岩出山町,77.6 ,83.4 
宮城県,  鳴子町,76.1 ,84.9 
宮城県,  涌谷町,76.8 ,84.3 
宮城県,  田尻町,76.5 ,83.3 
宮城県,  小牛田町,77.5 ,83.3 
宮城県,  南郷町,76.7 ,84.3 
宮城県,  築館町,78.0 ,84.2 
宮城県,  若柳町,76.2 ,85.2 
宮城県,  栗駒町,77.3 ,84.1 
宮城県,  高清水町,77.3 ,84.5 
宮城県,  一迫町,78.0 ,84.7 
宮城県,  瀬峰町,76.6 ,84.2 
宮城県,  鶯沢町,76.9 ,83.3 
宮城県,  金成町,77.1 ,83.9 
宮城県,  志波姫町,77.9 ,84.9 
宮城県,  花山村,76.8 ,84.0 
宮城県,  迫町,76.4 ,84.4 
宮城県,  登米町,76.3 ,84.7 
宮城県,  東和町,76.2 ,83.7 
宮城県,  中田町,77.7 ,84.4 
宮城県,  豊里町,77.2 ,84.7 
宮城県,  米山町,75.9 ,83.4 
宮城県,  石越町,76.3 ,84.7 
宮城県,  南方町,76.2 ,83.7 
宮城県,  河北町,76.9 ,84.6 
宮城県,  矢本町,76.1 ,84.5 
宮城県,  雄勝町,76.4 ,84.0 
宮城県,  河南町,77.0 ,84.0 
宮城県,  桃生町,76.8 ,83.8 
宮城県,  鳴瀬町,76.7 ,83.6 
宮城県,  北上町,76.5 ,84.2 
宮城県,  女川町,77.3 ,84.1 
宮城県,  牡鹿町,76.2 ,83.7 
宮城県,  志津川町,76.4 ,84.3 
宮城県,  津山町,76.4 ,84.7 
宮城県,  本吉町,76.3 ,84.1 
宮城県,  唐桑町,76.8 ,84.4 
宮城県,  歌津町,77.2 ,84.8 
秋田県,  秋田市,77.4 ,84.9 
秋田県,  能代市,75.6 ,84.2 
秋田県,  横手市,77.6 ,84.5 
秋田県,  大館市,76.3 ,84.2 
秋田県,  本荘市,77.1 ,84.8 
秋田県,  男鹿市,76.9 ,84.3 
秋田県,  湯沢市,77.6 ,83.4 
秋田県,  大曲市,77.5 ,83.8 
秋田県,  鹿角市,75.5 ,84.1 
秋田県,  小坂町,75.2 ,84.2 
秋田県,  鷹巣町,75.6 ,84.3 
秋田県,  比内町,75.6 ,84.5 
秋田県,  森吉町,76.5 ,85.2 
秋田県,  阿仁町,76.7 ,85.1 
秋田県,  田代町,75.4 ,84.7 
秋田県,  合川町,76.7 ,84.1 
秋田県,  上小阿仁村,75.6 ,84.0 
秋田県,  琴丘町,74.2 ,83.5 
秋田県,  二ツ井町,76.4 ,83.7 
秋田県,  八森町,75.6 ,84.6 
秋田県,  山本町,75.4 ,84.9 
秋田県,  八竜町,75.2 ,85.1 
秋田県,  藤里町,75.2 ,84.3 
秋田県,  峰浜村,75.6 ,84.6 
秋田県,  五城目町,76.6 ,84.4 
秋田県,  昭和町,76.9 ,86.1 
秋田県,  八郎潟町,76.7 ,83.9 
秋田県,  飯田川町,76.8 ,83.9 
秋田県,  天王町,76.3 ,84.4 
秋田県,  井川町,77.0 ,85.0 
秋田県,  若美町,77.0 ,83.3 
秋田県,  大潟村,77.3 ,84.8 
秋田県,  河辺町,76.5 ,84.7 
秋田県,  雄和町,77.0 ,83.9 
秋田県,  仁賀保町,77.3 ,84.8 
秋田県,  金浦町,76.6 ,84.8 
秋田県,  象潟町,76.8 ,83.8 
秋田県,  矢島町,77.0 ,84.0 
秋田県,  岩城町,77.2 ,84.6 
秋田県,  由利町,77.5 ,84.8 
秋田県,  西目町,76.8 ,84.9 
秋田県,  鳥海町,76.6 ,84.3 
秋田県,  東由利町,76.7 ,84.6 
秋田県,  大内町,77.5 ,84.4 
秋田県,  神岡町,76.9 ,84.0 
秋田県,  西仙北町,76.8 ,83.1 
秋田県,  角館町,77.3 ,84.0 
秋田県,  六郷町,77.5 ,83.9 
秋田県,  中仙町,76.7 ,82.3 
秋田県,  田沢湖町,77.3 ,82.5 
秋田県,  協和町,77.3 ,84.1 
秋田県,  南外村,77.5 ,84.2 
秋田県,  仙北町,77.3 ,83.5 
秋田県,  西木村,77.7 ,84.7 
秋田県,  太田町,75.9 ,84.2 
秋田県,  千畑町,76.8 ,83.6 
秋田県,  仙南村,76.5 ,84.2 
秋田県,  増田町,77.8 ,84.3 
秋田県,  平鹿町,76.3 ,83.9 
秋田県,  雄物川町,77.5 ,82.5 
秋田県,  大森町,76.0 ,84.8 
秋田県,  十文字町,78.3 ,84.1 
秋田県,  山内村,77.8 ,84.0 
秋田県,  大雄村,76.6 ,83.7 
秋田県,  稲川町,78.3 ,84.1 
秋田県,  雄勝町,76.9 ,83.2 
秋田県,  羽後町,77.0 ,83.9 
秋田県,  東成瀬村,76.7 ,83.6 
秋田県,  皆瀬村,76.9 ,84.6 
山形県,  山形市,78.8 ,84.7 
山形県,  米沢市,77.6 ,84.8 
山形県,  鶴岡市,77.1 ,84.5 
山形県,  酒田市,76.4 ,84.2 
山形県,  新庄市,77.8 ,84.6 
山形県,  寒河江市,79.0 ,84.8 
山形県,  上山市,77.9 ,84.8 
山形県,  村山市,77.9 ,84.9 
山形県,  長井市,76.8 ,84.1 
山形県,  天童市,78.2 ,85.0 
山形県,  東根市,79.0 ,84.6 
山形県,  尾花沢市,78.0 ,85.1 
山形県,  南陽市,77.5 ,83.9 
山形県,  山辺町,79.1 ,85.6 
山形県,  中山町,77.9 ,84.6 
山形県,  河北町,79.4 ,84.6 
山形県,  西川町,78.5 ,85.0 
山形県,  朝日町,77.9 ,84.4 
山形県,  大江町,78.9 ,84.9 
山形県,  大石田町,78.0 ,84.2 
山形県,  金山町,78.2 ,84.9 
山形県,  最上町,77.9 ,84.3 
山形県,  舟形町,78.4 ,83.8 
山形県,  真室川町,77.4 ,83.4 
山形県,  大蔵村,77.8 ,84.9 
山形県,  鮭川村,78.2 ,84.3 
山形県,  戸沢村,78.5 ,85.1 
山形県,  高畠町,77.0 ,85.2 
山形県,  川西町,76.5 ,84.6 
山形県,  小国町,77.4 ,85.0 
山形県,  白鷹町,77.7 ,83.8 
山形県,  飯豊町,77.1 ,85.1 
山形県,  立川町,76.7 ,83.6 
山形県,  余目町,76.5 ,84.9 
山形県,  藤島町,77.0 ,84.2 
山形県,  羽黒町,75.8 ,83.8 
山形県,  櫛引町,76.4 ,84.0 
山形県,  三川町,76.3 ,84.4 
山形県,  朝日村,76.6 ,84.4 
山形県,  温海町,76.4 ,84.3 
山形県,  遊佐町,75.4 ,84.0 
山形県,  八幡町,76.7 ,84.1 
山形県,  松山町,75.9 ,83.6 
山形県,  平田町,76.3 ,84.3 
福島県,  福島市,78.4 ,84.6 
福島県,  会津若松市,76.6 ,83.7 
福島県,  郡山市,77.6 ,84.3 
福島県,  いわき市,76.5 ,83.3 
福島県,  白河市,76.2 ,84.3 
福島県,  原町市,76.9 ,84.3 
福島県,  須賀川市,77.4 ,84.6 
福島県,  喜多方市,77.5 ,84.7 
福島県,  相馬市,76.4 ,83.9 
福島県,  二本松市,77.7 ,84.7 
福島県,  桑折町,77.1 ,84.6 
福島県,  伊達町,78.0 ,84.8 
福島県,  国見町,77.9 ,84.4 
福島県,  梁川町,78.4 ,84.4 
福島県,  保原町,78.3 ,84.3 
福島県,  霊山町,78.1 ,84.6 
福島県,  月舘町,78.3 ,84.1 
福島県,  川俣町,77.7 ,84.4 
福島県,  飯野町,78.2 ,84.8 
福島県,  安達町,78.0 ,84.7 
福島県,  大玉村,78.0 ,84.9 
福島県,  本宮町,78.4 ,85.0 
福島県,  白沢村,77.9 ,84.7 
福島県,  岩代町,77.8 ,84.6 
福島県,  東和町,77.9 ,84.4 
福島県,  長沼町,77.3 ,84.3 
福島県,  鏡石町,76.8 ,83.2 
福島県,  岩瀬村,76.6 ,84.0 
福島県,  天栄村,77.1 ,83.5 
福島県,  田島町,77.0 ,84.4 
福島県,  下郷町,77.1 ,83.8 
福島県,  舘岩村,76.9 ,84.2 
福島県,  檜枝岐村,77.3 ,84.8 
福島県,  伊南村,77.5 ,84.5 
福島県,  南郷村,78.6 ,83.7 
福島県,  只見町,78.3 ,84.7 
福島県,  北会津村,77.6 ,85.4 
福島県,  熱塩加納村,77.3 ,85.0 
福島県,  北塩原村,78.3 ,83.3 
福島県,  塩川町,76.2 ,84.1 
福島県,  山都町,77.0 ,82.6 
福島県,  西会津町,77.6 ,84.1 
福島県,  高郷村,77.4 ,84.4 
福島県,  磐梯町,76.0 ,85.0 
福島県,  猪苗代町,76.2 ,84.1 
福島県,  会津坂下町,77.5 ,84.7 
福島県,  湯川村,77.4 ,84.5 
福島県,  柳津町,77.5 ,84.4 
福島県,  河東町,76.3 ,83.7 
福島県,  会津高田町,76.0 ,83.1 
福島県,  会津本郷町,76.3 ,84.2 
福島県,  新鶴村,77.2 ,84.9 
福島県,  三島町,77.1 ,84.5 
福島県,  金山町,78.7 ,84.8 
福島県,  昭和村,76.6 ,84.4 
福島県,  西郷村,75.8 ,83.4 
福島県,  表郷村,76.9 ,85.1 
福島県,  東村,77.6 ,84.3 
福島県,  泉崎村,76.5 ,83.1 
福島県,  中島村,76.3 ,83.8 
福島県,  矢吹町,77.0 ,84.1 
福島県,  大信村,77.2 ,84.1 
福島県,  棚倉町,76.9 ,83.4 
福島県,  矢祭町,77.0 ,83.9 
福島県,  塙町,76.8 ,84.9 
福島県,  鮫川村,76.8 ,84.3 
福島県,  石川町,77.2 ,84.4 
福島県,  玉川村,77.0 ,84.5 
福島県,  平田村,76.5 ,83.8 
福島県,  浅川町,77.1 ,83.4 
福島県,  古殿町,76.9 ,84.5 
福島県,  三春町,77.1 ,83.9 
福島県,  小野町,76.2 ,84.0 
福島県,  滝根町,75.9 ,84.5 
福島県,  大越町,77.7 ,84.2 
福島県,  都路村,77.0 ,83.8 
福島県,  常葉町,76.7 ,83.8 
福島県,  船引町,77.2 ,84.1 
福島県,  広野町,76.8 ,83.9 
福島県,  楢葉町,75.8 ,84.0 
福島県,  富岡町,75.7 ,83.9 
福島県,  川内村,76.1 ,83.2 
福島県,  大熊町,76.4 ,84.2 
福島県,  双葉町,76.7 ,84.1 
福島県,  浪江町,76.1 ,83.3 
福島県,  葛尾村,76.7 ,83.8 
福島県,  新地町,76.8 ,84.0 
福島県,  鹿島町,76.9 ,83.8 
福島県,  小高町,76.2 ,83.1 
福島県,  飯舘村,75.9 ,83.7 
茨城県,  水戸市,78.2 ,84.8 
茨城県,  日立市,78.0 ,84.4 
茨城県,  土浦市,77.3 ,84.4 
茨城県,  古河市,76.6 ,83.6 
茨城県,  石岡市,77.2 ,84.4 
茨城県,  下館市,75.9 ,83.7 
茨城県,  結城市,76.2 ,83.8 
茨城県,  龍ヶ崎市,77.1 ,83.8 
茨城県,  下妻市,76.6 ,84.6 
茨城県,  水海道市,77.0 ,85.2 
茨城県,  常陸太田市,77.8 ,84.1 
茨城県,  高萩市,77.2 ,84.1 
茨城県,  北茨城市,77.2 ,83.7 
茨城県,  笠間市,76.5 ,84.2 
茨城県,  取手市,78.4 ,84.4 
茨城県,  岩井市,76.1 ,83.7 
茨城県,  牛久市,77.7 ,84.3 
茨城県,  つくば市,77.9 ,85.1 
茨城県,  ひたちなか市,78.2 ,84.2 
茨城県,  鹿嶋市,75.6 ,82.4 
茨城県,  潮来市,75.8 ,83.0 
茨城県,  茨城町,77.3 ,83.9 
茨城県,  小川町,76.4 ,83.3 
茨城県,  美野里町,77.6 ,84.1 
茨城県,  内原町,77.6 ,84.4 
茨城県,  常北町,77.7 ,84.3 
茨城県,  桂村,78.0 ,84.5 
茨城県,  御前山村,77.6 ,84.3 
茨城県,  大洗町,77.5 ,83.4 
